,ask*0.996,ask*0.997,ask*0.998,ask*0.999,ask*1.000,ask*1.001,ask*1.002,ask*1.003,ask*1.004,ask*1.005,ask*1.006,ask*1.007,ask*1.008,ask*1.009,ask*1.010,Market
2017-01-01T00:00,0.8335305468505276,0.8335305468505276,0.8335305468505276,0.8335191293097723,0.7866999465326472,0.7790564219805695,0.7094561315351697,0.6505976710177386,0.47817723633968495,0.4447196901132077,0.4702679944756374,0.4928435864104244,0.5891557324163648,0.6058938471538524,0.6210075572302914,0.6210075572302914
2017-01-01T01:00,0.5870404988641842,0.5870404988641842,0.5752429419054674,0.4675393563334848,0.24744464741448788,0.09214380741782133,0.11787969477336584,0.12040056683355105,0.18859046676872718,0.22633415636985899,0.24808263311254722,0.27361656070978185,0.3039892369779995,0.4757979569118945,0.5033545891654723,0.5862958369860911
2017-01-01T02:00,0.7405351130666057,0.7405351130666057,0.7405351130666057,0.7405351130666057,0.740346492580536,0.48947295510661426,0.4352476744924406,0.3195196789062245,0.29953316201765445,0.3300254254294139,0.3402834780175979,0.36119755169202916,0.3806296072616878,0.5262073129555014,0.548495621599825,0.6526752761080258
2017-01-01T03:00,0.46286287389683045,0.34623766316300825,0.18635867067558293,0.12710178605325798,0.1134505901142292,0.03018853405886158,0.0016264136670155129,0.21972699665335402,0.27416319605167727,0.2778368870870151,0.32819706836308354,0.33866067540262756,0.4311317812830671,0.433891186599029,0.44302370119419143,0.5393143287507144
2017-01-01T04:00,0.9665948888035422,0.9665948888035422,0.5756378163138132,0.44402891619895085,0.39959831664167106,0.3754123634293154,0.347614411277023,0.3361873223097519,0.30648727925755137,0.2595531083901605,0.4015637759440393,0.6155235509409358,0.6303735724670302,0.6346337989992853,0.7057352242061764,0.9219295145093007
2017-01-01T05:00,1.234250977814733,1.234250977814733,1.234250977814733,1.234250977814733,1.226331915640221,1.2206784201412448,1.216792358442505,0.8951965236052297,0.488529389584955,0.5321285216016457,0.6080906587281325,0.6956015584573142,0.7944923975134608,0.8065799356319125,0.9036533191765033,1.2884182384683054
2017-01-01T06:00,1.0330061162389064,1.0330061162389064,1.0330061162389064,1.0330061162389064,1.00467726455275,0.9236342203206593,0.22540315559349242,0.20503094749037404,0.2198126185062791,0.2260848270301524,0.3574780355789228,0.396765586915957,0.5768401117215408,0.5809228664084702,0.7163894774445699,0.9364394598235692
2017-01-01T07:00,0.9709037395766742,0.9709037395766742,0.9709037395766742,0.9696147659433836,0.37573936409345776,0.33887492574559114,0.25837738074366834,0.2488958484459827,0.24851081686952622,0.2608702266914564,0.3699099237567506,0.3789213231591982,0.3924752649069904,0.4062585650871023,0.4150717406860459,0.9067933875454575
2017-01-01T08:00,0.6878318609545899,0.6878318609545899,0.6878318609545899,0.6878318609545899,0.6846431096150509,0.6484852619053171,0.5486156439352354,0.33725794620375305,0.32320670046362643,0.31623811217037145,0.3896084287645677,0.39432466977018416,0.40906240441658104,0.4283826080611749,0.43528171786996883,0.9648093947886265
2017-01-01T09:00,0.6154305944907938,0.6154305944907938,0.5868537691793815,0.38513122805337685,0.37284942307054103,0.17346464714981621,0.1738992914110861,0.2336959930893763,0.2538614170778778,0.26614839639714427,0.2772111277138333,0.28908829958676774,0.4217437978619046,0.44344082543774127,0.4711214556771038,0.48149082591033093
2017-01-01T10:00,0.7933580230553102,0.7933580230553102,0.7734267533136251,0.7495461413024658,0.6738212100058848,0.5934232186913151,0.5832579911749206,0.45367207723923636,0.33938999420338734,0.3695383337070494,0.39255421706167665,0.3986467177640725,0.4053696201729106,0.4175712110962867,0.5581642706168224,0.801875704006675
2017-01-01T11:00,1.7100912308460714,1.7100912308460714,1.7100912308460714,1.7100912308460714,1.6661578480246184,1.656356175979516,1.656356175979516,1.0690685130537658,0.9336082859101423,0.7952405196287736,0.7774013935822199,0.5824045085225023,0.5530264428390981,0.5483650512161338,0.61466938222681,0.7654094790422704
2017-01-01T12:00,0.710623628697298,0.710623628697298,0.7106205524450686,0.6966923077325547,0.5575359869491948,0.49290392744619266,0.4664707173895725,0.4523527704557674,0.4228617656753998,0.34129903927640537,0.3408458047801303,0.3835041945530035,0.40305787918989106,0.5147268608166963,0.5444475590974425,0.647353323517952
2017-01-01T13:00,0.5869121871126756,0.5869121871126756,0.5553775850854871,0.4663037911413345,0.3470589317185168,0.12722608363237742,0.11686218064811782,0.18508104190794314,0.3153807995283264,0.3481794922053926,0.38379650215455996,0.42976613771804195,0.5168407615346546,0.5405939782961926,0.5521245764625674,0.7182176810895309
2017-01-01T14:00,0.7872036003535299,0.7872036003535299,0.7872036003535299,0.7737147764101463,0.7517571811680355,0.7507404356446742,0.6790105794943441,0.6711446663998976,0.3602095071334236,0.363910871644763,0.3940804842655289,0.4496173841865647,0.4860168739232587,0.4924675594104271,0.5232728947372146,0.7661025361886925
2017-01-01T15:00,0.7801570514813589,0.7801570514813589,0.7801570514813589,0.7801570514813589,0.7584711752013862,0.7184174746060846,0.6913065371800524,0.6562889272097353,0.46712814969361943,0.4231703755834532,0.4701762828006425,0.49741961388687145,0.4997831999291303,0.5119059434510925,0.595615683768191,0.7175286923600539
2017-01-01T16:00,1.0956492875077832,1.0956492875077832,1.0956492875077832,1.0956492875077832,1.079076268887432,0.9748789994561095,0.8456930776602722,0.8054390477686353,0.5698084765121383,0.38665469009937037,0.4074324512005085,0.4209515744777658,0.4303100215493148,0.5146866903662255,0.5351713594981994,0.6363598246585993
2017-01-01T17:00,2.0992874606887333,2.0992874606887333,2.0992874606887333,2.0992874606887333,2.098755272607438,1.9952043425612567,1.7398143305159879,1.6899623014950016,1.5594127856965476,0.949279069229846,0.6181344842754964,0.5425372184000425,0.545340143726531,0.5705491066027132,0.6004292711982762,0.7705895152439248
2017-01-01T18:00,0.683988093569713,0.683988093569713,0.6199928093654316,0.5639417534679039,0.5360756128845386,0.39372409201410563,0.2234289994742691,0.20506274810785963,0.4155858038354896,0.4611534951636459,0.46125606621267384,0.5209443719564701,0.5209443719564701,0.5209443719564701,0.5209443719564701,0.5209443719564701
2017-01-01T19:00,1.3344325313818228,1.3344325313818228,1.3344325313818228,1.3344325313818228,1.2180370272322194,1.193515231094458,1.1922823984477886,1.1693798902516495,0.7528032229568784,0.6199088956158377,0.52735989723182,0.5348072128117108,0.6811741365943492,0.6835552647919237,0.68530840313519,0.7661359306328639
2017-01-01T20:00,0.970750920712703,0.970750920712703,0.9551106072144548,0.22153378527377432,0.16691199554956349,0.0718640057691886,0.048921871552514484,0.05210206863048534,0.22580379137563591,0.23293216502771938,0.23710291529391891,0.24179701451179114,0.26217253318004186,0.2697971860104357,0.27507178147930517,0.9478518976165512
2017-01-01T21:00,1.8529771377634978,1.8529771377634978,1.8529771377634978,1.8529771377634978,1.8436429342847789,1.803328546504685,1.700503129185073,0.3083331621201274,0.3113447768432815,0.3242312439648593,0.3414268832169211,0.39561892780473884,0.4058772404554896,0.410146364517834,0.44018441801651975,0.8240121113581192
2017-01-01T22:00,1.0076467700291178,1.005643633845011,0.8656319735801891,0.8656319735801891,0.7832199273641232,0.07499392279083338,0.10428705431735394,0.12380122111588021,0.1571046034340201,0.19962002514502414,0.22301613858038566,0.2249317494496021,0.2643062058828334,0.29348495773648386,0.5644563704152704,1.1904911312714344
2017-01-01T23:00,1.1153689017551796,1.1153689017551796,0.9699994217745659,0.651682140282382,-0.05487087703279428,-0.021117517694883306,0.0857427596892127,0.16511322872718404,0.21797051804303763,0.2200182556569044,0.23162541723598168,0.252172410486265,0.26175073052465747,0.3539864418029879,0.5152942622399734,0.9465364660746438
2017-01-02T00:00,-0.597905282744405,-0.49957807424204714,-0.4945437625391833,-0.3134915347866625,-0.16977894213569997,-0.13640748239850906,0.01805995947308014,0.029455286120938128,0.11045678459254024,0.11535981831342836,0.13412859161577403,0.15311815061509246,0.17373476096680374,0.3337128944910212,0.49806198809703134,1.0973927187495027
2017-01-02T01:08,0.9444584985228212,0.9444584985228212,0.9444584985228212,0.9389271265021774,0.8412305689806122,0.4672685952537897,0.1840469384031937,0.21307763602164795,0.2141312783403424,0.22923648673823474,0.2661239739923763,0.2974780880059006,0.42455855847213614,0.5428486701827054,0.5611598329861982,1.2954884925157344
2017-01-02T02:08,1.0680739446675005,1.0449844307355345,0.8807805617800102,-0.026659820665760565,-0.06431656440020332,-0.010666547306437122,0.03399050134442127,0.06286113789470542,0.07810891125865677,0.09464182268434175,0.12848512408317453,0.13022995383107672,0.30574223826611346,0.3137558635515592,0.3782216265568624,0.8009600971272447
2017-01-02T03:08,2.078705772804969,2.078678751956518,2.078678751956518,2.0755093065104124,1.221254189678315,1.0401134270672783,0.7834333806807828,0.7809004263315342,0.7697137950727713,0.7012239504265522,0.6349277983656875,0.4531245245815165,0.4346212480255012,0.44362519519270666,0.45659920553789457,1.096023565601268
