,ask*0.996,ask*0.997,ask*0.998,ask*0.999,ask*1.000,ask*1.001,ask*1.002,ask*1.003,ask*1.004,ask*1.005,ask*1.006,ask*1.007,ask*1.008,ask*1.009,ask*1.010,Market
2016-11-08T10:00,0.9381191936522719,0.9381191936522719,0.9234373644006522,0.9234373644006522,0.13019886089370966,0.0533610239720245,0.06398883064006193,0.14467366415820698,0.14666451680154774,0.1726718019381347,0.19075396212905105,0.21251012459840044,0.338967553079109,0.36520596996844673,0.392208681426696,0.9351924701082025
2016-11-08T11:01,1.0965873794688386,1.0965873794688386,1.0965873794688386,1.0965590239131116,0.5738654698060152,0.3225246594764809,0.16369668523276773,0.181270040889056,0.18369869423630314,0.19526917874707742,0.2182471033232235,0.2250510189177818,0.2527543968543436,0.27120535696009906,0.4728544736714704,0.9089685917267644
2016-11-08T12:01,0.9497709325260917,0.9459600524256524,0.9459600524256524,0.9459600524256524,0.12407505537585187,0.1362025126579771,0.15244934311960637,0.1788311618023013,0.297799112060023,0.3469089460762414,0.373590767202787,0.3898149559705335,0.4095188900657877,0.4283610246879052,0.6089101369697071,0.9104295743113358
2016-11-08T13:01,1.2629110815795204,1.2629110815795204,1.0973994311697528,1.0973994311697528,0.9187799225676897,0.8360601818261416,0.6095997502223153,0.4005546711795096,0.36503057833060293,0.33056637814994405,0.3561835169662308,0.3686560055883671,0.4268991595705366,0.4536596805976797,0.48814510693323815,0.947922018175171
2016-11-08T14:01,1.1075389510283524,1.1075389510283524,1.1075389510283524,1.1075389510283524,1.0979163343595455,0.9892308177078396,0.9652412466280299,0.9381259112764698,0.7791264461349683,0.6668090085251765,0.5773870540047251,0.5614184450097168,0.5917850263742227,0.6174016303676978,0.7220237944568421,0.8712779810027906
2016-11-08T15:01,1.0404305069013062,1.0404305069013062,1.0404305069013062,1.0404305069013062,1.033951150888813,1.033798183636193,0.6158860359918229,0.49283721326453483,0.2742315722034632,0.289293934794362,0.29709526467814806,0.38228679743508637,0.40641632900945734,0.4288562039585262,0.44945626176824593,0.6391609156685129
2016-11-08T16:01,0.13049847847010063,-0.0660280951048221,-0.16428088479936206,-0.1813323625322383,-0.0740856636271995,0.09102521026845001,0.13209543620572786,0.14748557403309498,0.18377472405018808,0.19945738086682607,0.21191533073962215,0.2480505233939529,0.474423831160259,0.48932410465155385,0.6563608451942141,0.6563608451942141
2016-11-08T17:01,0.9099940112973798,0.9099940112973798,0.9099940112973798,0.9099940112973798,0.869344873960472,0.8193934947598026,0.7685982472315953,0.31092766624520074,0.36298449692305584,0.38733853685544106,0.41105545620055406,0.433143709673545,0.4733835708716127,0.5399085240248884,0.6553722143858173,0.8623632699974153
2016-11-08T18:01,0.7920699375599254,0.7920699375599254,0.7920699375599254,0.7920699375599254,0.7920643124719584,0.7781351883981656,0.7764940689843078,0.5578989318410277,0.3228518186715413,0.3698944293244326,0.3783419051761575,0.3906875669877499,0.4252270133660213,0.4611263247598657,0.6053831118991748,0.8801588150948135
2016-11-08T19:01,1.0293947469057705,1.0293947469057705,1.0293947469057705,1.0293947469057705,0.9992512704435333,0.8223359297044668,0.24219989866696837,0.2801542348956586,0.2888132755443523,0.3003825753064482,0.34626592585234306,0.3973649558532766,0.41058138631708063,0.4440585090329687,0.6255860970571316,0.823478090361827
2016-11-08T20:01,0.6967586290441362,0.6967081138700311,0.6967081138700311,0.6352648237669494,0.05523275630175446,0.10079463694590622,0.19415650108696264,0.20878625678748225,0.21835607588182876,0.24830736452825886,0.2963262471129257,0.33636794178683393,0.35524237531145925,0.3766145035557327,0.7817981182513771,0.7817981182513771
2016-11-08T21:01,0.9636498904859951,0.9636498904859951,0.9624289444830018,0.705428943360441,0.38763735229826646,0.21140524752560294,0.26762074870600117,0.275112214860153,0.29441974072106797,0.3117419999511058,0.34277285544260166,0.3864978963622181,0.4171016315028317,0.4573099545335184,0.842503665965752,0.842503665965752
2016-11-08T22:01,1.0114245626332625,1.0114245626332625,1.0114245626332625,1.0114245626332625,0.84848005910625,0.10459285770735355,0.11497459652150908,0.1313015774442408,0.142373188691731,0.19303113843205535,0.23036417407854384,0.25916634817111056,0.2749506855334586,0.29801514011933883,0.5612729846110599,0.7407842417968035
2016-11-08T23:01,0.9195581986905978,0.9195581986905978,0.9195581986905978,0.9195581986905978,0.36929081454812607,0.15054150017661283,0.16654375128786672,0.2069251767612421,0.25272341752051264,0.3142953458674726,0.3565838044210379,0.39768036729948664,0.4964043849553011,0.5571293662578186,0.5789536771845244,0.9972137075007635
2016-11-09T00:01,0.8740454241955792,0.8740426190979261,0.7720689038609811,0.4658377948587403,0.21172540038078735,0.1462460057015085,0.19622583326001103,0.20465094408206488,0.21462867645897626,0.22566112555607815,0.26767167066228736,0.3099360771067307,0.4577549059512135,0.5673949530931467,0.5891148242751545,0.8955633283460769
2016-11-09T01:01,0.8543845212009104,0.8490063650108168,0.49214765288080553,0.38040869769938285,0.15518488810847003,0.2177437020416366,0.32622542447173974,0.36741909507574727,0.38409151972350913,0.45250043042651084,0.47399339099603144,0.5847673962420629,0.5928901116370208,0.6077014610818822,0.698684862849668,1.0132388775941683
2016-11-09T02:01,1.076828425415955,1.076828425415955,1.076828425415955,0.5744705241023031,0.03844062230540239,0.0486091502615936,0.058043721968749185,0.06730816205493828,0.08239222841472514,0.13526379322898424,0.17049228713694592,0.19766694695572798,0.2309157274562844,0.47301302406594287,0.4950584264200833,0.9239349339949958
2016-11-09T03:01,2.1809860610031944,2.1809860610031944,2.1809860610031944,2.1809860610031944,1.9519012210972155,1.82061120380728,1.7375072066692063,1.1827952030126818,0.9627508710931446,0.7131616411867919,0.4653062073326387,0.48031789766441324,0.49312293847521804,0.5090198217589694,0.5392979240827807,1.1037639378348625
2016-11-09T04:01,2.9182090193561367,2.9182090193561367,2.9182090193561367,2.9182090193561367,2.9182090193561367,2.9180836660842866,2.661832329326343,2.546510104852699,2.1732192037967653,1.9706747799558373,1.7657667505334709,1.6336834007993564,1.3616264092752755,0.788465287511205,0.7783659922425036,1.1479004735853344
2016-11-09T05:01,1.6721304974034048,1.3846954089054957,1.0672692155942536,0.7032936143779627,0.3719287816233352,0.1666368041330758,-0.005816846462418415,0.016028763113659007,0.026599263580606505,0.1429762104280627,0.18931725157511828,0.3572471501876123,0.3973755719446753,0.40682884275520004,0.42577239689248975,1.3611540777527567
2016-11-09T06:01,1.2182088987532769,1.0908763721667414,0.2735844630816069,0.10342782589115761,-0.0038780515064270483,0.050380747945995494,0.06347358201498202,0.09637595951573129,0.11566716295223776,0.13130013438022828,0.18327932338225392,0.19700176414706402,0.2038080296346826,0.21649107658699146,0.4864037384690579,0.7956600342852435
2016-11-09T07:01,-0.3593166960030992,-0.4365990214125723,-0.4237768304047373,-0.3414124565221344,-0.1776013196396844,-0.12953637437345578,-0.0013469460962764535,0.12505056948360263,0.15845674856807562,0.27521258283701944,0.29580333795556407,0.3428951825953905,0.46656287346944764,0.5580329789438634,0.5602918175328419,0.9326415314947947
2016-11-09T08:01,1.7172627566330998,1.7172627566330998,1.7172627566330998,1.7172627566330998,1.4795541833632706,1.4758170591114714,1.4758170591114714,0.8358195716135529,0.6170359696276105,0.3861488720663143,0.40975748815484997,0.47219112617379827,0.5240457650825425,0.531838240323756,0.5330281907314396,1.0353844545578557
