,VolTime,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,MarketOrder
2017-04-01T00:00,150.55552193798624,365.508315348833,365.508315348833,365.508315348833,365.508315348833,365.508315348833,79.7092367334746,96.99849819141059,99.97037272585978,106.89622434768921,108.62601905836442,108.62601905836442,108.62601905836442,108.62601905836442,108.62601905836442,108.62601905836442,108.62601905836442
2017-04-01T01:00,-23.160352822843063,308.58077237686575,307.7647856424401,73.0862229882701,-90.47458709537246,-112.82596515508087,-23.160352822843063,42.39435549354852,87.50894979618553,104.89215531360792,166.38953000063478,286.2525121062391,302.8197343805796,335.23121115033763,335.23121115033763,335.23121115033763,335.23121115033763
2017-04-01T02:00,322.25349551373984,437.7829277525063,437.7829277525063,437.7829277525063,437.7829277525063,436.6172290379791,436.4668684332698,420.8751091077381,198.3932694466072,214.59266001577396,240.953650498388,314.8863523321624,334.16046856648535,354.49341128770845,361.2560213995349,361.2560213995349,361.2560213995349
2017-04-01T03:00,-59.921637081767685,147.2606844487454,126.57535832240141,103.1250215482557,-112.03832318072757,-66.14036032004248,-29.89994891398635,31.128961374227124,138.60546707483877,176.02862564734505,240.00748026744785,250.39637785805832,327.82440046850286,343.8734092169338,343.8734092169338,343.8734092169338,343.8734092169338
2017-04-01T04:00,212.59669752481176,381.0755569092112,381.0755569092112,381.0755569092112,381.0755569092112,380.8818318624276,314.8937474431632,241.73605169126654,139.93910809872247,158.80629577450742,163.02561107798894,184.5528376290142,308.00767153747165,342.5318580259225,348.7541424680479,348.7541424680479,348.7541424680479
2017-04-01T05:00,12.465272598515265,336.62591434743257,336.62591434743257,336.62591434743257,205.34679012934401,-44.676002017239504,12.465272598515265,97.15077567103917,132.82704534562495,151.18733621682853,159.1356886535618,283.2412881027933,302.25472859367886,325.18139737231724,325.18139737231724,325.18139737231724,325.18139737231724
2017-04-01T06:00,77.81459225216952,416.0063215472493,416.0063215472493,416.0063215472493,416.0063215472493,370.17458903358147,99.19214482080724,50.144365682060354,103.2438208826479,200.02205441790824,207.940396770679,223.41399364154321,332.03464593361093,361.0810866214107,392.49898998562975,392.49898998562975,392.49898998562975
2017-04-01T07:00,-7.3094525573527065,502.37093169216837,502.37093169216837,502.37040268469116,69.4264253478838,-34.80738239311177,-71.9992495305489,-27.951085624231006,167.00129876177235,174.20397331143786,183.00930852538738,290.6416658912466,311.87320658786115,358.44289573851097,358.44289573851097,358.44289573851097,358.44289573851097
2017-04-01T08:01,-27.48059864219434,234.17850945447356,234.17850945447356,234.09022590669528,123.71683848091355,-48.483789874269846,-17.75179655536038,10.430826525128701,39.157488122297835,179.04242427732237,179.04242427732237,179.04242427732237,179.04242427732237,179.04242427732237,179.04242427732237,179.04242427732237,179.04242427732237
2017-04-01T09:01,524.5180307127634,806.5717754341395,806.5717754341395,806.5717754341395,806.5717754341395,806.5717754341395,806.5717754341395,671.8546838922832,396.96072689330225,178.6974963024976,246.3929175438294,263.56393006369865,279.39822311317664,279.39822311317664,279.39822311317664,279.39822311317664,279.39822311317664
2017-04-01T10:02,6.994577479748556,213.93053693248572,213.93053693248572,213.23364045792584,109.20686382785959,-42.16877733735228,6.994577479748556,39.811601213893894,125.3525159476203,125.3525159476203,125.3525159476203,125.3525159476203,125.3525159476203,125.3525159476203,125.3525159476203,125.3525159476203,125.3525159476203
2017-04-01T11:02,266.3632074415362,543.1937746949794,543.1937746949794,543.1937746949794,543.1937746949794,543.1937746949794,87.33842906022406,79.3397815447068,117.32163774500297,117.32163774500297,117.32163774500297,117.32163774500297,117.32163774500297,117.32163774500297,117.32163774500297,117.32163774500297,117.32163774500297
2017-04-01T12:03,496.6193435196352,655.5297191624742,655.5297191624742,655.5297191624742,655.5297191624742,655.5297191624742,655.5297191624742,600.4683024207343,545.7798745565551,505.43737615030955,452.1311831309763,384.170721907751,351.0094701825341,372.2690629950165,381.44683217025744,406.4763932232035,537.4078974824673
2017-04-01T15:14,63.71360397242553,250.87418173768882,250.87418173768882,250.87418173768882,249.4012494338405,212.41783546940658,63.71360397242553,63.71360397242553,63.71360397242553,63.71360397242553,63.71360397242553,63.71360397242553,63.71360397242553,63.71360397242553,63.71360397242553,63.71360397242553,63.71360397242553
2017-04-01T16:14,-115.25404481488334,-474.4725596741526,-361.2665608707032,-233.63212916752317,-218.4121370932678,-200.31864139438244,-124.9468774694312,32.73976051976603,101.814410190715,142.01685315544213,165.9024958556857,182.12731988407796,200.54496262937474,370.8196751866439,400.05109443117743,400.05109443117743,400.05109443117743
2017-04-01T17:14,-44.651657696116935,-467.529638916771,-440.78039578334494,-361.12462079821887,-156.63094100760227,-77.10083199408287,-44.651657696116935,-27.5569413489921,15.383022837189124,83.34370569067809,137.49572239609603,154.83216949119026,182.8827128367684,225.90648010574012,263.31563746204716,426.5387734896241,485.10253926251437
2017-04-01T18:14,305.8257134338636,684.195063434465,684.195063434465,684.195063434465,684.195063434465,684.195063434465,569.979770640286,514.7015609005235,169.30297120654646,196.07257301606816,210.12446633912685,222.4913267227351,256.0906362198027,287.2116811180836,304.07458619943924,353.76495465704096,408.6987574115452
2017-04-01T19:14,260.98924501604085,599.8683532304543,599.8683532304543,599.8683532304543,599.8683532304543,599.8683532304543,477.6329762246941,89.64818266567,95.83971767025415,106.71368553501895,122.34272881419976,138.87749551347108,281.3222047549238,283.393457636872,290.113068035063,300.20905884619475,557.0852467195442
2017-04-01T20:15,232.4982097725942,761.7715540922475,761.7715540922475,761.7715540922475,761.7715540922475,761.7715540922475,760.4346242614977,472.7615922953266,161.37736298593336,171.96300581391787,181.73668331909795,189.86663381419407,205.3874700753968,245.8657944263335,376.79453754817234,410.32462900199386,476.54495866470717
2017-04-01T21:15,16.58868975320071,-220.80879711559584,-263.1966377695578,-222.7559167491512,-202.13561667771475,-71.15479171973783,21.3070491177352,98.52790435375397,118.39017646331108,132.33551947724618,172.29931862155925,224.23345718585728,307.81548948479366,336.4967693162173,349.6026879613776,377.2091599028994,377.2091599028994
2017-04-01T22:15,-6.849233945851011,-430.25785400479526,-337.25438182090596,-310.95043072969327,-277.60836150608594,-123.60765399913973,-6.849233945851011,87.05250073830784,104.68571510173568,111.65758632911655,126.61950953033518,144.58307356148393,167.7274276015074,191.68778397051133,358.2713806429304,382.2000378086989,496.23583147742585
2017-04-01T23:15,76.46456466507848,498.03513104793814,498.03513104793814,498.03513104793814,477.5571249434967,469.77655995163485,148.25592682431798,105.24261873662917,168.2697509673771,184.38727861759173,188.39469778899522,203.22517613374026,287.76459381153353,305.5214936344209,305.5214936344209,305.5214936344209,305.5214936344209
2017-04-02T00:15,232.77066173820648,591.8436477077049,591.8436477077049,591.8436477077049,591.8436477077049,591.8436477077049,432.1424655705268,183.62439939632395,128.11003911605806,173.39856814013763,185.00261330660405,206.2053259607615,224.031667079815,342.06272474040156,356.57922711290564,356.57922711290564,356.57922711290564
2017-04-02T01:15,509.163533899763,896.916173246827,896.916173246827,896.916173246827,896.916173246827,896.2214201758903,632.8606605835311,248.84467117429233,109.38142133065713,126.80087137079259,137.53189549021522,211.1281709101804,229.9146703693967,302.5960551650266,302.5960551650266,302.5960551650266,302.5960551650266
2017-04-02T02:15,190.17395470242613,177.91585398352453,-36.195760399162495,-201.0003065354657,-173.9850300139344,-80.52439442619716,-26.707425602838295,52.19802135999592,115.80264179550039,206.1228100989418,242.1212602857596,291.41606259297674,370.2890673872314,385.60183467037115,484.5141932572244,484.5141932572244,484.5141932572244
2017-04-02T03:15,111.61944616695031,453.39345192720316,453.39345192720316,453.39345192720316,453.39345192720316,441.13390623243936,234.85450584155242,82.96116714549731,87.39809207172284,144.76667610281973,169.87100622695397,186.36515074261078,235.3887460951997,375.048908598537,375.048908598537,375.048908598537,375.048908598537
2017-04-02T04:15,147.7091953257137,32.57263752889749,31.954718627650742,31.959219703480816,-32.9435660203771,-86.46077203628003,52.94578347582096,116.72333752866496,163.6464109296371,173.0687578838559,177.81003481866918,197.96671507723252,261.0506862445515,386.0478053693497,421.30276360301934,478.89876177762056,478.89876177762056
2017-04-02T05:15,149.04797807204307,222.2673054635557,222.2673054635557,222.2673054635557,222.2673054635557,184.01181478215227,116.77885112761308,93.71705845035251,119.14857384755817,129.02943798642417,140.2764181372348,148.0286944470127,170.77365898993096,193.35923029829047,303.53109028098993,303.53109028098993,303.53109028098993
2017-04-02T06:15,149.9431399786023,368.5874913500981,368.5874913500981,368.5874913500981,368.5874913500981,368.5874913500981,131.64517119113074,87.76256106037275,157.60655057683073,162.14256010987484,171.23981264029453,182.75844208134157,206.61733983321602,215.31517751192345,215.31517751192345,215.31517751192345,215.31517751192345
