,VolTime,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,MarketOrder
2017-03-01T00:00,-60.941099277810935,374.4777696670121,374.31162195626007,64.60740675628455,22.348411333149983,-105.20050481691577,-20.25313625571342,5.656116321207641,85.60055285632569,122.57120194933398,209.63888611146803,250.89153048062815,283.7381878237214,377.0955883415152,423.4845672159669,444.35325755446894,563.9462122146381
2017-03-01T01:00,231.36859600374203,604.5265743985245,604.5265743985245,604.5265743985245,604.5265743985245,582.8272080990041,582.8272080990041,568.4574009367949,247.25169964521942,235.48770062850463,261.5833839322985,263.8078521877248,312.482256945011,347.1257480261331,383.1621301313894,388.28271849288524,623.1770905263274
2017-03-01T02:00,601.6249488209396,763.2443305694484,763.2443305694484,763.2443305694484,763.2443305694484,763.2443305694484,730.2372474431428,730.2372474431428,724.2419375831333,302.71451790252945,261.60518427199685,284.65383102191765,285.51348298700856,350.47441225739567,387.84321069436993,431.306485413347,708.6831323583317
2017-03-01T03:00,214.46573786417088,524.3809879125056,524.3809879125056,524.3809879125056,524.3809879125056,517.7054255235428,517.7054255235428,462.244979157653,260.6183856787731,185.96579007876716,292.09227094239856,349.9953713336948,363.35609471958503,381.1054544182877,506.5097491429162,533.2673780355932,552.0324939444449
2017-03-01T04:00,397.21703253303565,748.1434998808905,748.1434998808905,748.1434998808905,748.1434998808905,748.1434998808905,748.1434998808905,466.27273394534234,451.9943236318074,436.382667295698,376.02499611367364,308.82915161363076,377.36456599326044,423.6741996142788,446.19451542384184,470.3601657993944,703.1355866982067
2017-03-01T05:00,57.58561978044012,398.82156057212796,398.82156057212796,398.82156057212796,398.82156057212796,327.2629219795229,45.02874007578157,73.34000227920924,122.55276067373933,139.87795147026245,157.7853584755479,166.55918495300028,356.19928943333787,405.8784248871225,415.3887953510759,434.037077879222,434.037077879222
2017-03-01T06:00,198.53596683324866,416.5436982262203,416.5436982262203,416.44216904349594,416.44216904349594,416.44216904349594,416.44216904349594,222.85735649763856,147.95411919028714,196.11374587890577,233.832488108944,235.65031233810606,371.88034583024375,379.5776621569876,410.3621118814191,410.3621118814191,410.3621118814191
2017-03-01T07:00,-53.79663686222529,181.92215494422106,100.89544473422532,-30.838847654836776,-94.07109616926935,-105.90032536684285,-57.87191226873463,97.0532068186382,128.61020611018048,138.8467879991645,195.7397473872087,219.6235836646861,376.3389722814808,412.1461251322595,425.1641079983111,446.48441337794037,446.48441337794037
2017-03-01T08:00,21.135227123797208,111.5350806682238,111.5350806682238,111.5350806682238,103.86324437962249,-20.71099004478294,21.135227123797208,43.61547153659608,89.23670424120854,136.85571506736127,177.54687737298266,177.54687737298266,177.54687737298266,177.54687737298266,177.54687737298266,177.54687737298266,177.54687737298266
2017-03-01T09:00,160.46118748438994,448.452507565814,448.452507565814,448.452507565814,448.452507565814,448.45127073585536,208.4712935448811,72.97249725555821,76.99872134968878,124.18753779020464,176.52233238325164,249.32239003409416,284.3136882493627,284.3136882493627,284.3136882493627,284.3136882493627,284.3136882493627
2017-03-01T10:00,120.84611244713372,350.0763743579965,350.0763743579965,350.0763743579965,347.90213138225,331.37409259667487,138.34797382164336,98.66900422033464,107.71676011341191,215.10382458329704,248.73833680002986,312.47851013589246,312.47851013589246,312.47851013589246,312.47851013589246,312.47851013589246,312.47851013589246
2017-03-01T11:00,119.51954952577258,267.31810248114596,267.31810248114596,267.31810248114596,266.75053828342897,250.68811340887416,94.69547174325336,68.54496234414066,89.44551978761362,163.6353708141564,185.67436357333185,185.67436357333185,185.67436357333185,185.67436357333185,185.67436357333185,185.67436357333185,185.67436357333185
2017-03-01T12:00,228.2179402058599,508.42623941408795,508.42623941408795,508.42623941408795,508.42623941408795,508.209867383536,227.5931482174315,129.11838990252855,97.16039094378692,195.1173421916759,236.09814974946656,236.09814974946656,236.09814974946656,236.09814974946656,236.09814974946656,236.09814974946656,236.09814974946656
2017-03-01T13:00,508.38053468631847,745.9348622977171,745.9348622977171,745.9348622977171,745.9348622977171,745.9348622977171,693.5149317126272,682.3345328817193,454.84586051584955,318.4188317942211,258.926944646423,258.926944646423,258.926944646423,258.926944646423,258.926944646423,258.926944646423,258.926944646423
2017-03-01T14:00,965.1871890664115,1282.7498454378285,1282.7498454378285,1282.7498454378285,1282.7498454378285,1282.7498454378285,1282.1222138041364,1281.6616739500878,1086.5488003917549,711.051030621841,286.06253880207237,296.77704472045474,314.50394311376994,318.9986335506213,349.5479651858493,437.43831678240605,437.43831678240605
2017-03-01T15:00,-30.536203946645184,256.0454383316063,105.9656234023289,27.53436306408763,-141.24916291959005,-87.20210884492103,-30.536203946645184,35.21779206840722,98.01584081668835,114.40416878740517,114.58928113610695,114.58928113610695,114.58928113610695,114.58928113610695,114.58928113610695,114.58928113610695,114.58928113610695
2017-03-01T16:00,-58.1333697137557,-330.49862424078236,-319.24974296555564,-221.9732810924217,-160.81403331729754,-82.1190291024939,-49.15465246430732,94.42782840452043,131.55564514231384,162.92637908264163,204.17123560896968,214.31661556740798,214.31661556740798,214.31661556740798,214.31661556740798,214.31661556740798,214.31661556740798
2017-03-01T17:00,219.30240259885116,392.3108820415001,392.3108820415001,392.3108820415001,392.3108820415001,392.2887634311491,378.6589108482227,153.74578898265287,134.4650898313042,157.23755972708233,205.4637416841265,227.70624664428775,227.70624664428775,227.70624664428775,227.70624664428775,227.70624664428775,227.70624664428775
2017-03-01T18:00,276.99187568198033,379.3388055290406,379.3388055290406,379.3388055290406,379.3388055290406,379.3388055290406,302.18947594275886,297.82652240595894,172.7200737671258,207.4540756692512,221.6960459752188,239.98002793557816,239.98002793557816,239.98002793557816,239.98002793557816,239.98002793557816,239.98002793557816
2017-03-01T19:00,216.8489468370616,417.8248608467898,417.8248608467898,417.8248608467898,417.8248608467898,400.6385298330698,400.6378783445693,250.7788362756331,167.16501939122833,193.99141090856693,220.9081074317212,268.12624711836804,309.1762559055861,309.1762559055861,309.1762559055861,309.1762559055861,309.1762559055861
2017-03-01T20:00,78.92524506863566,289.9611472496119,289.9611472496119,289.9611472496119,275.13016764827864,262.68359459596735,78.97004334813604,72.03876021560527,122.85235958394915,155.8743702212784,234.8544781395939,239.39563974432008,292.96197935952887,292.96197935952887,292.96197935952887,292.96197935952887,292.96197935952887
