,VolTime,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,MarketOrder
2016-11-08T10:00,87.92748286617086,645.3979212471282,645.3979212471282,635.1829692417783,635.1829692417783,635.1844151701845,54.11115351924093,36.65254815498283,77.55593612416875,95.1527548505955,119.16724296689866,125.65687051180137,136.92010648469352,222.96435877277818,243.89279992241416,270.1021864883439,643.3614262293819
2016-11-08T11:01,281.1454699396642,755.7851704347601,755.7851704347601,755.7851704347601,755.7851704347601,755.763357999591,755.763357999591,140.7919154319979,98.2618067951347,107.67416976601696,109.5816689752654,114.45085873961665,135.2119920387776,145.20248669140202,164.90030608816977,186.390617693693,625.242115289482
2016-11-08T12:01,207.52694761390427,652.0121097764353,652.0121097764353,648.8923688265395,648.8923688265395,648.8923688265395,648.8827726872358,87.21066006305773,104.46385368811953,108.30173289450236,182.80648482958858,191.87376541432096,229.60730387696748,246.66128771488695,261.9156383436415,290.2785358326368,628.0924357010556
2016-11-08T13:01,540.8185808901932,863.5327013812336,863.5327013812336,863.5327013812336,863.5327013812336,751.782482631432,751.782482631432,555.8322293258925,524.9613706088072,262.51570789796165,231.4871063113505,202.59426712959066,233.1891385659262,250.45155953084003,290.17925187402545,316.8746898546586,650.7322978219729
2016-11-08T14:01,607.0396347305079,759.7113536851807,759.7113536851807,759.7113536851807,759.7113536851807,759.7113536851807,748.5056049294374,674.0515914156086,656.5604315615042,582.543151864425,480.0044002509776,423.49749971774395,387.51372735536336,383.4675569435011,422.78551760699565,437.1703664673809,595.0285054262274
2016-11-08T15:01,231.96136613163225,711.4804838898202,711.4804838898202,711.4804838898202,711.4804838898202,711.4804838898202,707.3852706293013,666.4292760208752,317.3170338770261,181.30278215544735,187.6982371147812,195.43923439412302,266.06495583452613,279.6602775810707,302.05545948855416,317.0979760751639,437.47057419581444
2016-11-08T16:01,-8.275702374852274,89.86407444784481,60.395118200746246,-132.29949282498646,-163.7685937769013,-102.79423887270195,-18.886702933567527,64.00319924536802,86.26926704258864,104.89679844684899,115.56662978782856,131.4368889540662,155.45503475805288,323.94314697075595,343.42801508828774,359.62460018601263,449.9616816175511
2016-11-08T17:01,216.17432537387486,624.8803699717296,624.8803699717296,624.8803699717296,624.8803699717296,624.8803699717296,490.20254802758944,478.92620422579444,362.3270184023829,207.60495252566037,245.2741182705887,260.7305424661303,263.25454002256583,281.58150598895867,340.0293528605636,432.73772905216714,591.4432771829883
2016-11-08T18:01,262.97574404787844,542.2548298024575,542.2548298024575,542.2548298024575,542.2548298024575,542.2511451881032,532.4686542536399,531.31601654096,379.1830644077785,226.19908936816293,257.45303520833204,263.437643411551,272.8506952856934,297.32094147219254,323.005879447474,425.6314948996345,604.1101462490817
2016-11-08T19:01,341.0804826484293,708.5226012463713,708.5226012463713,708.5226012463713,708.5226012463713,708.5030961892031,684.4053159001497,522.5764498746963,169.39960539682122,195.0127430266123,205.8012281978852,214.47854790017743,250.955259499953,278.87043839939633,299.94225635277684,411.5188882526784,563.9982269189538
2016-11-08T20:01,75.04092146352981,478.2626130818181,478.2626130818181,478.2306443020141,478.2306443020141,271.40714240977576,48.28473225115958,96.28047078513441,137.02120310518123,144.46451963674568,152.59363578574343,180.12919277733457,208.06435951865123,239.56666453603097,249.7418866670108,264.06526825491187,538.2377299471084
2016-11-08T21:01,125.89098530224351,651.9685885311019,651.9685885311019,651.9685885311019,651.136754993763,651.136754993763,281.6028391767313,179.17871461294155,175.86331505407554,188.93552491889383,195.51928005350143,212.06599875577677,218.4132605520783,248.3039529829303,275.46158078413424,307.977788250635,578.9863017495695
2016-11-08T22:01,103.84140494108192,682.1936737919341,682.1936737919341,682.1936737919341,682.1936737919341,598.4963469886115,275.7819053438977,70.33872765032905,80.72176608918632,91.48221497921776,108.4953697634769,140.54954943167456,165.54633113285178,186.30490782174377,199.53430460031836,393.1527729265674,499.33554843691286
2016-11-08T23:01,126.55569073552378,620.0667337125363,620.0667337125363,620.0667337125363,620.0667337125363,620.0667337125363,620.0667337125363,94.62021449045756,121.57071207230847,138.75795733645336,168.65067448404332,193.66251766470265,217.70490770014072,257.99605735776663,327.48201291015346,384.12444173476666,672.471643676026
